,Coin_Price,mark_price,timestamp,ask_iv,best_ask_price,bid_iv,best_bid_price,delta,theta,gamma,vega,rho,mark_iv,Coin_Name,Expiry_Date,Strike_Price,Option_Type,Market_Price,Time_To_Maturity,Risk_Free_Rate,mid_iv
719,57773.31,0.0038,2024-07-10 02:22:14,76.02,0.0045,72.59,0.0032,0.02356,-4.78769,0.0,21.94155,5.32161,74.31,BTC,2024-12-27,180000.0,Call,219.538578,0.4652323166678051,0.0511209679429557,74.305
722,60389.83,0.491,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.86693,-13.43193,0.0,127.67732,219.55265,74.27,BTC,2025-06-27,35000.0,Call,29651.40653,0.9625000762306466,0.0479399995121238,74.27
724,60389.83,0.4134,2024-07-10 02:22:14,65.29,0.4175,60.77,0.4065,0.8344,-13.32631,1e-05,147.61927,245.39443,63.6,BTC,2025-06-27,40000.0,Call,24965.155722,0.9625000762306466,0.0479399995121238,63.03
725,57189.92,0.0001,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.00176,-2.13989,0.0,0.53435,0.02657,80.17,BTC,2024-07-19,85000.0,Call,5.718992,0.0253416062852914,0.0523329440881708,80.17
726,57773.36,0.0507,2024-07-10 02:22:14,158.74,0.3,0.0,0.0,0.24188,-22.87794,1e-05,123.449,51.72522,63.37,BTC,2024-12-27,86000.0,Call,2929.109352,0.4652323166678051,0.0511209679429557,79.37
729,56567.35,0.044,2024-07-10 02:22:14,50.29,0.045,48.89,0.043,0.37726,-38.97085,4e-05,80.54921,26.48119,49.62,BTC,2024-08-30,61000.0,Call,2488.9634,0.1400957046459471,0.0524821244160397,49.59
730,56758.81,0.4733,2024-07-10 02:22:14,79.28,0.476,0.0,0.471,0.98489,-4.33197,0.0,10.08243,63.0611,68.12,BTC,2024-09-27,30000.0,Call,26863.944773,0.2165984368863843,0.0523694752512763,39.64
731,59307.62,0.2143,2024-07-10 02:22:14,62.82,0.205,61.29,0.2,0.60139,-24.34305,1e-05,193.68075,164.31347,65.68,BTC,2025-03-28,60000.0,Call,12709.622966,0.7138661964492258,0.0495312563427249,62.055
737,56758.66,0.3365,2024-07-10 02:22:14,61.43,0.339,49.14,0.3335,0.95085,-9.60531,1e-05,26.91086,75.73653,56.59,BTC,2024-09-27,38000.0,Call,19099.28909,0.2165984368863843,0.0523694752512763,55.285
738,56898.25,0.0001,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.00375,-2.41424,0.0,1.37449,0.09571,59.75,BTC,2024-07-26,81000.0,Call,5.689825,0.0444672893454007,0.052357807476149,59.75
739,58245.8362,0.2609,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.65474,-32.76632,1e-05,158.50477,125.06993,82.28,BTC,2025-01-24,55000.0,Call,15196.33866458,0.5417350489082422,0.0506328956869872,82.28
740,56898.25,0.0054,2024-07-10 02:22:14,51.03,0.006,48.29,0.0049,0.1112,-34.65569,3e-05,22.76855,2.68446,49.54,BTC,2024-07-26,65000.0,Call,307.25055000000003,0.0444672893454007,0.052357807476149,49.66
742,56898.54,0.0001,2024-07-10 02:22:14,75.59,0.0003,67.74,0.0001,0.00332,-2.59001,0.0,1.20477,0.08068,70.09,BTC,2024-07-26,86000.0,Call,5.689854,0.0444672893454007,0.052357807476149,71.66499999999999
745,56758.23,0.1887,2024-07-10 02:22:14,53.14,0.188,49.75,0.1835,0.78685,-26.01136,2e-05,76.90104,73.74157,53.63,BTC,2024-09-27,48000.0,Call,10710.278001,0.2165984368863843,0.0523694752512763,51.445
748,56898.54,0.4026,2024-07-10 02:22:14,0.0,0.0,0.0,0.37,0.99788,-2.07932,0.0,0.82056,15.78527,86.21,BTC,2024-07-26,34000.0,Call,22907.352204000003,0.0444672893454007,0.052357807476149,86.21
749,56898.54,0.0724,2024-07-10 02:22:14,53.52,0.074,48.02,0.07,0.70409,-65.52329,6e-05,41.51496,16.02623,51.38,BTC,2024-07-26,54000.0,Call,4119.454296000001,0.0444672893454007,0.052357807476149,50.77
750,56832.128,0.3845,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.99423,-3.99691,0.0,2.36128,22.15834,79.02,BTC,2024-08-02,35000.0,Call,21851.953216,0.06359297240551,0.0523826708641271,79.02
753,56899.13,0.0991,2024-07-10 02:22:14,56.62,0.101,49.75,0.097,0.80364,-54.58447,4e-05,33.26688,17.87576,53.41,BTC,2024-07-26,52000.0,Call,5638.703782999999,0.0444672893454007,0.052357807476149,53.185
754,56567.9,0.2317,2024-07-10 02:22:14,58.15,0.234,48.95,0.2285,0.90848,-18.53687,1e-05,34.86051,53.78592,54.53,BTC,2024-08-30,44000.0,Call,13106.78243,0.1400957046459471,0.0524821244160397,53.55
755,57189.8,0.0014,2024-07-10 02:22:14,53.15,0.0017,50.51,0.0013,0.04286,-22.88193,2e-05,8.30918,0.60289,51.09,BTC,2024-07-19,66000.0,Call,80.06572,0.0253416062852914,0.0523329440881708,51.83
756,56567.9,0.07,2024-07-10 02:22:14,49.88,0.071,48.54,0.069,0.52034,-40.54969,4e-05,84.47596,35.78666,49.23,BTC,2024-08-30,57000.0,Call,3959.7530000000006,0.1400957046459471,0.0524821244160397,49.21
757,57686.57,0.1,2024-07-10 02:22:14,96.84,0.1015,0.0,0.0,0.94974,-84.58582,3e-05,4.71824,3.05725,81.62,BTC,2024-07-12,52000.0,Call,5768.657,0.0062159232251821,0.0523080807001927,48.42
758,56567.9,0.0129,2024-07-10 02:22:14,51.89,0.013,50.07,0.0115,0.14118,-23.93889,2e-05,47.46225,10.19772,51.73,BTC,2024-08-30,71000.0,Call,729.72591,0.1400957046459471,0.0524821244160397,50.980000000000004
763,56567.9,0.0352,2024-07-10 02:22:14,50.24,0.035,49.12,0.0335,0.31697,-37.08361,3e-05,75.51864,22.39574,50.36,BTC,2024-08-30,63000.0,Call,1991.19008,0.1400957046459471,0.0524821244160397,49.68
765,59307.26,0.0517,2024-07-10 02:22:14,67.14,0.053,66.11,0.0505,0.20781,-18.32501,1e-05,143.72493,66.25559,66.63,BTC,2025-03-28,110000.0,Call,3066.185342,0.7138661964492258,0.0495312563427249,66.625
767,56899.13,0.2293,2024-07-10 02:22:14,84.72,0.232,0.0,0.0,0.95984,-23.2397,1e-05,10.38838,18.53396,72.82,BTC,2024-07-26,44000.0,Call,13046.970509,0.0444672893454007,0.052357807476149,42.36
772,59307.26,0.0335,2024-07-10 02:22:14,69.14,0.035,67.56,0.032,0.14278,-14.80419,1e-05,113.18082,46.39705,68.35,BTC,2025-03-28,130000.0,Call,1986.7932100000005,0.7138661964492258,0.0495312563427249,68.35
773,56758.14,0.0298,2024-07-10 02:22:14,53.98,0.0315,52.94,0.03,0.23304,-26.95045,2e-05,80.91006,25.05227,52.81,BTC,2024-09-27,70000.0,Call,1691.392572,0.2165984368863843,0.0523694752512763,53.459999999999994
774,57774.57,0.0027,2024-07-10 02:22:14,72.57,0.0024,70.99,0.002,0.01725,-3.63279,0.0,16.86802,3.93795,73.56,BTC,2024-12-27,190000.0,Call,155.991339,0.4652323166678051,0.0511209679429557,71.78
775,56567.9,0.004,2024-07-10 02:22:14,54.94,0.0035,53.77,0.0031,0.04924,-11.86876,1e-05,21.60108,3.59382,56.35,BTC,2024-08-30,82000.0,Call,226.2716,0.1400957046459471,0.0524821244160397,54.355000000000004
778,58246.1577,0.6621,2024-07-10 02:22:14,0.0,0.0,0.0,0.005,0.98045,-4.22169,0.0,20.42213,101.11418,82.28,BTC,2025-01-24,20000.0,Call,38564.78101317,0.5417350489082422,0.0506328956869872,82.28
779,59307.23,0.129,2024-07-10 02:22:14,63.84,0.1305,62.94,0.1275,0.43268,-23.93644,1e-05,197.32351,128.9198,63.39,BTC,2025-03-28,75000.0,Call,7650.632670000001,0.7138661964492258,0.0495312563427249,63.39
780,56568.61,0.3318,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.9647,-9.96109,1e-05,16.61681,51.01188,62.36,BTC,2024-08-30,38000.0,Call,18769.464798,0.1400957046459471,0.0524821244160397,62.36
781,56832.884,0.0034,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.04144,-22.91835,1e-05,12.9261,1.42205,85.14,BTC,2024-08-02,85000.0,Call,193.2318056,0.06359297240551,0.0523826708641271,85.14
782,57645.3862,0.0009,2024-07-10 02:22:14,134.43,0.006,0.0,0.0,0.10281,-51.02188,0.00017,2.83344,0.04427,66.38,BTC,2024-07-10,59000.0,Call,51.88084758,0.0007514423508652,0.0523009768750561,67.215
785,56832.884,0.0276,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.25551,-75.23924,3e-05,46.8547,8.52102,77.11,BTC,2024-08-02,66000.0,Call,1568.5875984,0.06359297240551,0.0523826708641271,77.11
788,57775.99,0.2658,2024-07-10 02:22:14,59.12,0.2675,56.9,0.263,0.77981,-20.00987,1e-05,116.9011,138.53787,58.29,BTC,2024-12-27,46000.0,Call,15356.858142,0.4652323166678051,0.0511209679429557,58.01
790,57775.99,0.2889,2024-07-10 02:22:14,59.44,0.291,56.45,0.2855,0.81143,-18.24503,1e-05,106.5881,140.84786,58.29,BTC,2024-12-27,44000.0,Call,16691.483511,0.4652323166678051,0.0511209679429557,57.945
792,58246.1577,0.4506,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.8733,-18.47576,1e-05,89.37522,134.25442,82.28,BTC,2025-01-24,35000.0,Call,26245.71865962,0.5417350489082422,0.0506328956869872,82.28
793,56569.06,0.171,2024-07-10 02:22:14,53.11,0.1725,48.34,0.168,0.82823,-27.13442,2e-05,54.01085,52.23216,51.52,BTC,2024-08-30,48000.0,Call,9673.30926,0.1400957046459471,0.0524821244160397,50.725
795,59307.33,0.0982,2024-07-10 02:22:14,0.0,0.0,26.03,0.005,0.34723,-23.20067,1e-05,185.4972,105.91929,65.48,BTC,2025-03-28,86000.0,Call,5823.979806,0.7138661964492258,0.0495312563427249,13.015
800,56757.75,0.0388,2024-07-10 02:22:14,181.36,0.27,0.0,0.0,0.2794,-30.29325,2e-05,89.35698,29.93692,54.24,BTC,2024-09-27,68000.0,Call,2202.2007,0.2165984368863843,0.0523694752512763,90.68
801,56757.75,0.0725,2024-07-10 02:22:14,52.15,0.0735,51.07,0.0715,0.45593,-34.14026,3e-05,104.88274,47.26835,51.61,BTC,2024-09-27,60000.0,Call,4114.936874999999,0.2165984368863843,0.0523694752512763,51.61
802,56757.75,0.2125,2024-07-10 02:22:14,54.42,0.2155,49.59,0.21,0.839,-21.13639,2e-05,64.62069,77.22676,51.86,BTC,2024-09-27,46000.0,Call,12061.021875,0.2165984368863843,0.0523694752512763,52.005
803,56569.34,0.0002,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.00267,-1.21472,0.0,1.75765,0.19886,71.89,BTC,2024-08-30,125000.0,Call,11.313868,0.1400957046459471,0.0524821244160397,71.89
804,59307.46,0.2156,2024-07-10 02:22:14,0.0,0.0,98.17,0.2865,0.56324,-28.97428,1e-05,197.68567,147.62889,76.61,BTC,2025-03-28,66000.0,Call,12786.688376,0.7138661964492258,0.0495312563427249,49.085
805,56901.96,0.2985,2024-07-10 02:22:14,102.7,0.301,0.0,0.297,0.97956,-15.54524,0.0,5.92554,17.28043,85.39,BTC,2024-07-26,40000.0,Call,16985.23506,0.0444672893454007,0.052357807476149,51.35
807,56757.74,0.0173,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.14278,-21.19066,2e-05,59.94136,15.61157,56.57,BTC,2024-09-27,78000.0,Call,981.908902,0.2165984368863843,0.0523694752512763,56.57
809,56902.37,0.0007,2024-07-10 02:22:14,56.48,0.0009,53.31,0.0006,0.01828,-9.08878,1e-05,5.38907,0.44499,54.9,BTC,2024-07-26,73000.0,Call,39.831659,0.0444672893454007,0.052357807476149,54.894999999999996
810,57193.86,0.0046,2024-07-10 02:22:14,50.1,0.0046,48.51,0.0041,0.12052,-49.33815,4e-05,18.29423,1.68517,50.03,BTC,2024-07-19,63000.0,Call,263.091756,0.0253416062852914,0.0523329440881708,49.305
813,56902.37,0.0002,2024-07-10 02:22:14,64.0,0.0004,55.19,0.0001,0.0053,-3.32887,0.0,1.83051,0.12945,59.29,BTC,2024-07-26,79000.0,Call,11.380474,0.0444672893454007,0.052357807476149,59.595
815,57777.06,0.3665,2024-07-10 02:22:14,60.41,0.369,55.98,0.3635,0.89414,-12.39386,1e-05,72.18304,142.20625,58.47,BTC,2024-12-27,38000.0,Call,21175.29249,0.4652323166678051,0.0511209679429557,58.19499999999999
816,58247.5854,0.1133,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.43055,-26.22147,1e-05,168.97821,100.76274,61.76,BTC,2025-01-24,70000.0,Call,6599.451425820001,0.5417350489082422,0.0506328956869872,61.76
817,56757.68,0.0449,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.31588,-31.50356,3e-05,94.51194,33.71064,53.34,BTC,2024-09-27,66000.0,Call,2548.419832,0.2165984368863843,0.0523694752512763,53.34
820,57776.82,0.3951,2024-07-10 02:22:14,61.32,0.398,56.08,0.3925,0.9163,-10.46106,1e-05,60.70216,140.46585,58.69,BTC,2024-12-27,36000.0,Call,22827.621582,0.4652323166678051,0.0511209679429557,58.7
821,57194.34,0.0011,2024-07-10 02:22:14,53.95,0.0012,51.37,0.0009,0.03499,-20.31835,2e-05,7.04375,0.49194,53.52,BTC,2024-07-19,67000.0,Call,62.913774,0.0253416062852914,0.0523329440881708,52.66
822,56902.8,0.0607,2024-07-10 02:22:14,52.23,0.062,47.77,0.0585,0.64507,-69.453,6e-05,44.7301,14.82773,50.54,BTC,2024-07-26,55000.0,Call,3453.99996,0.0444672893454007,0.052357807476149,50.0
823,60386.97,0.2524,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.61606,-21.85747,1e-05,226.82182,212.40483,68.03,BTC,2025-06-27,62000.0,Call,15241.671228,0.9625000762306466,0.0479399995121238,68.03
824,56902.8,0.2639,2024-07-10 02:22:14,451.34,0.464,0.0,0.0,0.97084,-19.49641,1e-05,7.98539,17.93822,79.48,BTC,2024-07-26,42000.0,Call,15016.64892,0.0444672893454007,0.052357807476149,225.67
825,57645.4701,0.0008,2024-07-10 02:22:14,51.42,0.0011,42.78,0.0006,0.12957,-48.1996,0.00028,3.34803,0.05619,47.12,BTC,2024-07-10,58500.0,Call,46.11637608,0.0007514423508652,0.0523009768750561,47.1
827,56906.3,0.0406,2024-07-10 02:22:14,50.22,0.0415,47.84,0.0395,0.51442,-72.46792,7e-05,47.90819,12.02136,49.24,BTC,2024-07-26,57000.0,Call,2310.39578,0.0444672893454007,0.052357807476149,49.03
828,56573.22,0.0035,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.04403,-10.71756,1e-05,19.88889,3.26392,56.05,BTC,2024-08-30,83000.0,Call,198.00627,0.1400957046459471,0.0524821244160397,56.05
829,60389.91,0.1401,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.41728,-21.49967,1e-05,231.81858,161.85269,65.48,BTC,2025-06-27,85000.0,Call,8460.626391,0.9625000762306466,0.0479399995121238,65.48
831,56836.218,0.0428,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.36124,-85.39329,3e-05,54.59991,11.90567,75.1,BTC,2024-08-02,62000.0,Call,2432.5901304,0.06359297240551,0.0523826708641271,75.1
832,57780.38,0.0072,2024-07-10 02:22:14,72.44,0.008,70.04,0.0065,0.04298,-7.54203,0.0,36.0509,9.63816,71.25,BTC,2024-12-27,150000.0,Call,416.018736,0.4652323166678051,0.0511209679429557,71.24000000000001
833,59310.68,0.5966,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.94991,-7.67627,0.0,51.90169,150.43311,77.5,BTC,2025-03-28,25000.0,Call,35384.751688000004,0.7138661964492258,0.0495312563427249,77.5
837,57198.24,0.1305,2024-07-10 02:22:14,76.14,0.1335,48.15,0.127,0.90781,-53.79012,3e-05,15.07337,11.29666,66.2,BTC,2024-07-19,50000.0,Call,7464.37032,0.0253416062852914,0.0523329440881708,62.144999999999996
838,56839.684,0.1094,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.68195,-77.407,3e-05,51.99871,21.40706,71.48,BTC,2024-08-02,53000.0,Call,6218.2614296,0.06359297240551,0.0523826708641271,71.48
839,57648.59,0.0002,2024-07-10 02:22:14,79.63,0.0003,66.95,0.0001,0.02366,-10.19094,5e-05,0.88522,0.01025,72.88,BTC,2024-07-10,60000.0,Call,11.529718,0.0007514423508652,0.0523009768750561,73.28999999999999
840,56906.44,0.0018,2024-07-10 02:22:14,52.35,0.002,50.8,0.0017,0.04324,-17.47981,1e-05,11.02996,1.05035,51.59,BTC,2024-07-26,69000.0,Call,102.431592,0.0444672893454007,0.052357807476149,51.575
841,57689.2,0.0002,2024-07-10 02:22:14,84.0,0.0003,0.0,0.0,0.00888,-10.45312,1e-05,1.09545,0.03135,78.81,BTC,2024-07-12,67000.0,Call,11.53784,0.0062159232251821,0.0523080807001927,42.0
842,57780.36,0.0345,2024-07-10 02:22:14,64.2,0.0355,63.08,0.0335,0.17711,-19.15696,1e-05,102.50471,38.43828,63.65,BTC,2024-12-27,95000.0,Call,1993.42242,0.4652323166678051,0.0511209679429557,63.64
846,56573.21,0.0097,2024-07-10 02:22:14,52.17,0.01,50.75,0.009,0.11157,-20.31012,2e-05,40.27988,8.09881,51.71,BTC,2024-08-30,73000.0,Call,548.760137,0.1400957046459471,0.0524821244160397,51.46
847,57780.36,0.0622,2024-07-10 02:22:14,61.79,0.062,60.93,0.06,0.28834,-24.48732,1e-05,134.72659,60.94296,61.9,BTC,2024-12-27,80000.0,Call,3593.938392,0.4652323166678051,0.0511209679429557,61.36
851,57668.871,0.0014,2024-07-10 02:22:14,52.37,0.0016,48.33,0.0011,0.09823,-80.01913,0.0001,5.9056,0.19519,51.29,BTC,2024-07-11,60000.0,Call,80.7364194,0.0034836827880236,0.0523045287876244,50.349999999999994
852,57780.36,0.4825,2024-07-10 02:22:14,65.75,0.491,54.6,0.485,0.98595,-1.95579,0.0,14.12358,135.68745,47.16,BTC,2024-12-27,30000.0,Call,27879.0237,0.4652323166678051,0.0511209679429557,60.175
854,57668.871,0.0005,2024-07-10 02:22:14,55.46,0.0006,49.02,0.0003,0.0416,-30.92014,5e-05,3.03523,0.0829,54.28,BTC,2024-07-11,61000.0,Call,28.8344355,0.0034836827880236,0.0523045287876244,52.24
856,57780.36,0.1153,2024-07-10 02:22:14,59.82,0.1165,58.9,0.114,0.46511,-27.34354,2e-05,156.83991,94.29688,59.37,BTC,2024-12-27,65000.0,Call,6662.075508,0.4652323166678051,0.0511209679429557,59.36
859,56573.0,0.0789,2024-07-10 02:22:14,50.03,0.0795,48.68,0.0775,0.55871,-40.46854,4e-05,83.67349,38.1361,49.6,BTC,2024-08-30,56000.0,Call,4463.6097,0.1400957046459471,0.0524821244160397,49.355000000000004
860,57198.41,0.0687,2024-07-10 02:22:14,58.94,0.071,48.79,0.066,0.76056,-82.85919,6e-05,28.30889,10.05657,54.3,BTC,2024-07-19,54000.0,Call,3929.530767,0.0253416062852914,0.0523329440881708,53.864999999999995
866,57648.2696,0.0015,2024-07-10 02:22:14,127.86,0.0095,0.0,0.0,0.21111,-88.00209,0.00039,4.58608,0.09149,46.64,BTC,2024-07-10,58250.0,Call,86.4724044,0.0007514423508652,0.0523009768750561,63.93
868,57780.21,0.0554,2024-07-10 02:22:14,0.0,0.0,32.37,0.005,0.25916,-23.72527,1e-05,128.07171,55.15963,63.36,BTC,2024-12-27,84000.0,Call,3201.023634,0.4652323166678051,0.0511209679429557,16.185
869,60388.44,0.1082,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.3287,-21.58666,1e-05,214.73263,128.79754,70.97,BTC,2025-06-27,105000.0,Call,6534.029208000001,0.9625000762306466,0.0479399995121238,70.97
871,56759.29,0.0096,2024-07-10 02:22:14,57.64,0.0095,56.23,0.0085,0.08595,-15.11457,1e-05,41.50664,9.41596,57.74,BTC,2024-09-27,85000.0,Call,544.889184,0.2165984368863843,0.0523694752512763,56.935
872,60387.99,0.0401,2024-07-10 02:22:14,70.71,0.0395,69.12,0.036,0.14714,-13.75622,1e-05,136.55392,62.38726,70.98,BTC,2025-06-27,160000.0,Call,2421.558399,0.9625000762306466,0.0479399995121238,69.91499999999999
874,60387.99,0.6764,2024-07-10 02:22:14,78.95,0.6835,54.7,0.671,0.97657,-3.17092,0.0,32.8376,174.96893,68.03,BTC,2025-06-27,20000.0,Call,40846.436436,0.9625000762306466,0.0479399995121238,66.825
877,56572.92,0.0049,2024-07-10 02:22:14,53.96,0.0049,52.81,0.0044,0.06097,-13.48346,1e-05,25.57972,4.45296,54.06,BTC,2024-08-30,79000.0,Call,277.20730799999995,0.1400957046459471,0.0524821244160397,53.385000000000005
878,58250.9362,0.0792,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.31086,-26.16824,1e-05,151.92848,73.57141,68.56,BTC,2025-01-24,85000.0,Call,4613.47414704,0.5417350489082422,0.0506328956869872,68.56
879,56906.68,0.0001,2024-07-10 02:22:14,82.75,0.0003,74.31,0.0001,0.00306,-2.6388,0.0,1.11962,0.07408,76.84,BTC,2024-07-26,90000.0,Call,5.6906680000000005,0.0444672893454007,0.052357807476149,78.53
880,60387.99,0.4113,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.80798,-16.19219,1e-05,162.20916,231.69331,70.48,BTC,2025-06-27,42000.0,Call,24837.580287,0.9625000762306466,0.0479399995121238,70.48
882,56758.03,0.4039,2024-07-10 02:22:14,66.96,0.406,35.48,0.401,0.97531,-5.81332,0.0,15.29747,70.44545,60.25,BTC,2024-09-27,34000.0,Call,22924.568317,0.2165984368863843,0.0523694752512763,51.22
883,57688.09,0.0667,2024-07-10 02:22:14,79.49,0.0685,47.48,0.0645,0.89505,-124.10295,6e-05,8.27878,2.97844,68.21,BTC,2024-07-12,54000.0,Call,3847.795603,0.0062159232251821,0.0523080807001927,63.485
885,56758.03,0.6476,2024-07-10 02:22:14,114.0,0.6505,0.0,0.005,1.0,0.0,0.0,0.0,43.43988,0.1,BTC,2024-09-27,20000.0,Call,36756.500228,0.2165984368863843,0.0523694752512763,57.0
892,57197.59,0.0097,2024-07-10 02:22:14,51.55,0.01,48.38,0.009,0.22114,-72.92717,7e-05,27.07747,3.07264,49.96,BTC,2024-07-19,61000.0,Call,554.8166229999999,0.0253416062852914,0.0523329440881708,49.965
893,59308.36,0.1044,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.36331,-23.59474,1e-05,188.49787,110.14663,65.54,BTC,2025-03-28,84000.0,Call,6191.792784,0.7138661964492258,0.0495312563427249,65.54
895,57647.0097,0.0633,2024-07-10 02:22:14,194.06,0.066,0.0,0.0,0.99096,-19.54955,2e-05,0.38595,0.40289,101.31,BTC,2024-07-10,54000.0,Call,3649.05571401,0.0007514423508652,0.0523009768750561,97.03
896,59308.36,0.4942,2024-07-10 02:22:14,0.0,0.4825,0.0,0.0,1.0,0.0,0.0,0.0,214.74658,0.1,BTC,2025-03-28,30000.0,Call,29310.191512,0.7138661964492258,0.0495312563427249,0.1
897,60386.24,0.1402,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.42625,-20.72967,1e-05,232.85637,167.08716,62.85,BTC,2025-06-27,82000.0,Call,8466.150848,0.9625000762306466,0.0479399995121238,62.85
902,57666.9349,0.0645,2024-07-10 02:22:14,92.07,0.0665,0.0,0.0635,0.94713,-100.23916,5e-05,3.67546,1.7789,69.58,BTC,2024-07-11,54000.0,Call,3719.51730105,0.0034836827880236,0.0523045287876244,46.035
904,57778.82,0.1793,2024-07-10 02:22:14,59.18,0.1815,57.44,0.177,0.62661,-25.589,2e-05,149.44024,120.57971,58.31,BTC,2024-12-27,55000.0,Call,10359.742426,0.4652323166678051,0.0511209679429557,58.31
907,60386.04,0.3668,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.77085,-17.2425,1e-05,179.94858,235.9853,67.65,BTC,2025-06-27,46000.0,Call,22149.599472,0.9625000762306466,0.0479399995121238,67.65
910,60386.51,0.0625,2024-07-10 02:22:14,69.08,0.062,67.67,0.058,0.21578,-17.07788,1e-05,173.70799,89.31643,69.27,BTC,2025-06-27,130000.0,Call,3774.156875,0.9625000762306466,0.0479399995121238,68.375
911,58249.4477,0.5851,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.95523,-8.40685,0.0,40.53105,117.16236,82.28,BTC,2025-01-24,25000.0,Call,34081.75184927,0.5417350489082422,0.0506328956869872,82.28
914,57778.87,0.2051,2024-07-10 02:22:14,59.29,0.2075,57.25,0.2025,0.67858,-24.21025,2e-05,141.38801,127.62011,58.31,BTC,2024-12-27,52000.0,Call,11850.446237,0.4652323166678051,0.0511209679429557,58.269999999999996
915,58249.4546,0.0532,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.20911,-24.42412,1e-05,123.44161,49.34592,78.49,BTC,2025-01-24,110000.0,Call,3098.87098472,0.5417350489082422,0.0506328956869872,78.49
920,57779.5,0.0157,2024-07-10 02:22:14,68.25,0.0165,66.87,0.015,0.08794,-12.49388,1e-05,62.99211,19.46536,67.54,BTC,2024-12-27,120000.0,Call,907.13815,0.4652323166678051,0.0511209679429557,67.56
922,56572.92,0.0016,2024-07-10 02:22:14,88.32,0.009,84.06,0.007,0.01895,-6.27921,0.0,9.87437,1.39877,66.14,BTC,2024-08-30,98000.0,Call,90.516672,0.1400957046459471,0.0524821244160397,86.19
924,57667.1093,0.0324,2024-07-10 02:22:14,71.93,0.035,38.94,0.03,0.81327,-203.86202,0.00014,9.153,1.57383,56.83,BTC,2024-07-11,56000.0,Call,1868.41434132,0.0034836827880236,0.0523045287876244,55.435
925,57687.34,0.0002,2024-07-10 02:22:14,104.82,0.0003,0.0,0.0,0.00725,-10.42633,0.0,0.9161,0.02545,98.61,BTC,2024-07-12,70000.0,Call,11.537468,0.0062159232251821,0.0523080807001927,52.41
926,56572.92,0.0004,2024-07-10 02:22:14,65.15,0.0006,60.53,0.0003,0.00624,-2.29379,0.0,3.7332,0.46075,63.04,BTC,2024-08-30,105000.0,Call,22.629168,0.1400957046459471,0.0524821244160397,62.84
927,59309.51,0.0227,2024-07-10 02:22:14,70.71,0.024,69.04,0.0215,0.10135,-11.89129,1e-05,88.92974,33.37687,69.87,BTC,2025-03-28,150000.0,Call,1346.3258770000002,0.7138661964492258,0.0495312563427249,69.875
928,56758.57,0.0856,2024-07-10 02:22:14,52.03,0.087,50.68,0.0845,0.51157,-34.12103,3e-05,105.48441,52.50935,51.29,BTC,2024-09-27,58000.0,Call,4858.533592,0.2165984368863843,0.0523694752512763,51.355000000000004
929,56573.4,0.2646,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.93187,-15.4127,1e-05,28.08076,53.78625,57.09,BTC,2024-08-30,42000.0,Call,14969.32164,0.1400957046459471,0.0524821244160397,57.09
930,56907.74,0.1618,2024-07-10 02:22:14,67.64,0.164,46.23,0.158,0.91609,-34.89404,2e-05,18.51947,19.14042,61.33,BTC,2024-07-26,48000.0,Call,9207.672332,0.0444672893454007,0.052357807476149,56.935
932,56573.4,0.0275,2024-07-10 02:23:57,50.66,0.0275,49.42,0.026,0.26248,-34.16762,3e-05,69.11479,18.67118,50.7,BTC,2024-08-30,65000.0,Call,1555.7685,0.1400957046459471,0.0524821244160397,50.04
934,59309.51,0.2138,2024-07-10 02:23:57,0.0,0.0,0.0,0.0,0.58607,-25.85282,1e-05,195.7846,158.50152,69.2,BTC,2025-03-28,62000.0,Call,12680.373238,0.7138661964492258,0.0495312563427249,69.2
